Vehicle Number,Category ID,Account Balance,Email-ID,Password
GJ16ID1529,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,sIm/uDHkkc9BhOho5uZnNQ==
GJ16NU7529,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,hoCaDBUJ2Wp+a8Om1hurSg==
GJ16RO3705,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,Da9GS5Prt+sggWDnBmzcoA==
GJ16WD1954,7,1900,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,Y1cMVvbT9V/i2TS2n4mCaA==
GJ17JC6829,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,LXLTah34LQnTBy6jiVTcNQ==
GJ17TD3984,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,RNM6QuXo/NRG8GxHcQtz0g==
GJ18CH0776,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,X86VI4qkvNGcvETAnUykOQ==
GJ18NE0271,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,TCzNeZ02+J2qavV+Hp48PQ==
GJ18PM3705,4,1600,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,3/rKOGAg2jLxpdDM6xGuEA==
GJ18QT7332,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,w9ccEMGjQmiVG/4Pm0LtkQ==
GJ19CG1789,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,SH0+t3YxwefmTwU1gLp2uw==
GJ19MU3413,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,8T+Ty8mzusdoemMn2Q/9RA==
GJ19WX8509,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,wFK0gqBf68fnYe5G9OMRkw==
GJ19ZD0158,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,US/V45WnCZT0Eww75cV+KQ==
GJ20DB8538,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,jbCNcBPaT/RHKWrnu2Xjxg==
GJ20EO2208,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,4RbBXDd1Bg59rsL86MxxOg==
GJ20PT6224,7,1900,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,l7cxf9Q7rDInuF79oCnrhg==
GJ21AR8064,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,vAtN55+J9ydT/99MTwPefQ==
GJ21JY2868,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,fME5XomkXxeK0pIxP3DC4A==
GJ21YC1173,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,TCe2WzIJ6stDLY8VBsgFtg==
GJ21YT1574,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,ToqP23t1U2++XQQRpLA+8Q==
GJ22PE7748,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,1npWpCl9QHq0avyeTHY9IQ==
GJ23FV7242,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,5mTb4u+h2X8tqEIVlkoXqw==
GJ23KX9652,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,AiRIEfDWw7l1rt8O3G4Ybw==
GJ23OX9452,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,YpPPk7MpJ+5y7F8kh4uGPg==
GJ23QQ1011,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,3mVrF1g9gS5NZC/Qh6LEWg==
GJ25UD1371,5,1700,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,Ty6DVy9f70c3fty9EG7yFw==
GJ25VT1944,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,HBohDxTzoErsylC7C74KSA==
GJ26MR3392,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,V/j/5ZFXSHERzcFxB3GBTA==
GJ26RR3013,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,AWPP9/kK3oSWBq6gTeUWRg==
GJ27NC8912,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,Lz+ugGj57snHIGGM7sIIdQ==
GJ28FE4996,4,1600,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,SPd2xJXDQyI+ZoxPOTrYNQ==
GJ28HJ6347,5,1700,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,TgfA12f2K3ktpjvstqNCHQ==
GJ28KF0261,7,1900,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,+szfVIQ3fMka0lno0zTTuQ==
GJ29RK7382,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,A9v8IO/+LBOTDkFABBUKAA==
GJ29WY4060,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,qCSgR/esQJJvVO8c/EFNUg==
GJ29YM4365,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,nXBTb5R9tffkiOGINxwCbQ==
GJ30HG8926,4,1600,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,tIC2du26jf9BTADNtOVrfQ==
GJ31FT7516,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,cQWbS5Qkx91OODw9Ti5NjQ==
GJ31HW2470,5,1700,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,XgtaanC/EuHM+UFZ30FpDQ==
GJ31RA7550,6,1800,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,ODTYSs+5oKVFJwQ5Jl4fUA==
GJ31SI5941,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,2hfsR2hrDL0BzjWp98jndg==
GJ31UH5260,4,1600,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,Q/gGaGH3ajO92ydex3hhZA==
GJ32SJ1043,5,1700,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,x6GnlDXHyRvIxzdGLuCrgQ==
GJ33DM0126,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,BcGyUV5c4ZC7/3TylhVdhw==
GJ34AN1470,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,Yti6banaiVlPciMIBk8AQg==
GJ34MS8184,5,1700,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,d7FYlalZtducQlBy51j6Ig==
GJ34RN2149,5,1700,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,FESqcVLaRDD4rFv959ZnLg==
GJ34RP0030,6,1800,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,XiGZ40PGohzo9SIphBvnHA==
GJ34ZQ5146,4,1600,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,mB6inKCia8DV67hecDylDg==
GJ35AK7965,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,OGv176qaLifgy4OhP8Nizg==
GJ35CY4984,5,1700,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,UQpaovt8QAcSo6aTXmnDDg==
GJ35ER7107,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,QkQF7Al1EI9C2Fsqb7tToQ==
GJ35JP6005,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,sTN38hXmqBjaCXLeZ6QjBA==
GJ35LZ6587,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,d1XkshowCQ0WhsuJp0Sk+Q==
GJ35SS1224,4,1600,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,LrIWxWer1/zIIIqcyCFE7A==
GJ35WM7363,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,swmSFM/mrOKbcSM0xtcQgQ==
GJ36VT4590,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,0W9kNFyg+O+D1BF5RQ8vFg==
GJ36WE9328,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,9MmoRYSYSIGE/Yqc17ogsQ==
GJ37DR1173,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,6fCOg05aT7tyVoUJDE17iw==
GJ37WY5961,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,BYgRuNHFhWH7Hc1OH09eTw==
GJ38CB6046,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,xpweMt0Yo3TQQlNdrzWuZw==
GJ38HY1374,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,APteFQpwCRLAwykYoOgBlg==
GJ38SM4261,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,RX01L4H3EkudOEBceMRx4w==
GJ40GJ6461,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,og4qG0e0RKqtXOxdSyVb+w==
GJ40ZJ3552,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,/GUUqmf0D61Rn0Mf3WAt3Q==
GJ41DD7952,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,MfQSJX4veZrvIOPIHwDOtQ==
GJ41HV3033,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,9cxZ1UWZTGUyUGUkmsfhUw==
GJ41VS3008,7,1900,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,h67FeVJbkJPy0XRQL9Vauw==
GJ42JU7367,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,rNxKqTSY5us5dGe55xh+CQ==
GJ43IY2016,4,1600,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,RuDqvSxSTlpCuUtdzLZ/Wg==
GJ43RC8296,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,PI0gHyivRE/brPNOFQlrkA==
GJ44SZ8290,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,xwKRISVBR+nBtrl98ceb4g==
GJ45DL0398,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,4UdyaTRuC153Kx/wA8nRyw==
GJ45FI4407,6,1800,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,KftRwIl0rH7vxAD8xgnIzQ==
GJ45NJ7714,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,xqNB855WpzmXa1kD6aprGw==
GJ46DT3810,6,1800,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,HJMyeC00uSW79QUO/fxatA==
GJ46JH8187,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,XbPNSw6oqYG+Ao6AICWRtg==
GJ46RC4939,5,1700,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,jyvctscUMFuIxVG10tcSMQ==
GJ46WG7800,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,rzZWU8wUukClzvf0oe2VTQ==
GJ47NX3628,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,WMLA13F+R8I9KY0w9jypyQ==
GJ48EZ2304,4,1600,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,aCfPdaf8F6aQht3VQpnfhA==
GJ48RO2233,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,tXd9vshcs9Ttp+YzG/GtJw==
GJ48UG6108,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,pFXpux9h11b4nMBs2uOK6w==
GJ49EP2223,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,5OBfGQvXS3wnizhUx5lFwA==
GJ49FT3560,4,1600,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,NJP0uFvlVSnRg8iZfsRX7Q==
GJ49HN2653,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,1/Ckx0WraaY/FIelRSN8QA==
GJ49XU4320,5,1700,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,ZjlOmFCBikgCq0u7svOpdA==
GJ50WM3868,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,UUHzB7o81sdSsVfLApeQtQ==
GJ50WO6493,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,jnxdiBak52a1HozJSN9+8g==
GJ50YK1108,6,1800,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,mEWsslY+poVvoyF4s0VXyg==
GJ51UQ7870,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,s3pwYixmyxNYB9gOnn3F8A==
GJ52XR3264,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,s7KFUwLBzjEKgDO74ollrw==
GJ52ZI2895,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,KDSCGhNs3dnbCH2VOQp4sg==
GJ53AU8565,6,1800,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,cehlUNjhfTSLWPAmhCqf8A==
GJ53GB1770,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,sqW+29rc+KCU4y4e2TB6Sw==
GJ53HT3200,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,wYQ/zzcMd9lqyBzwUo4PTA==
GJ53IV5843,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,txnM0E+Nkj4Jhdn7SkZfVQ==
GJ53WF5354,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,TDjrza2KJAdkv7t8zSHdDg==
GJ54VR5503,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,QtpzgJwuQW7ExAPIvs1vyQ==
GJ55FE9547,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,8QADJ0oA/QNIMNLZfdPjSA==
GJ55KN1535,5,1700,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,qs5xC3WEBWghLgqPWIKSag==
GJ55XN9508,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,0j1FxQLDR0uFTvYtBe4dXw==
GJ55YG8815,7,1900,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,6mFNrsy+alP1fqdx7Yim0Q==
GJ56CW0579,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,fnokkHC1wrC0ced/bonWeQ==
GJ56GM9484,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,8u4IwVEp5KLKR0UOtrFIkQ==
GJ56TD4166,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,YRBz9/o0CBAYrfNbBKqpYQ==
GJ57FY6594,5,1700,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,Yary4fI9ltuhdSY+SY0wUQ==
GJ57GL6284,7,1900,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,cVrMc3TeUm0Cw12dpk0wBw==
GJ57NV3753,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,mUe8odb4nIyPoONYObGjyg==
GJ58CJ4642,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,afwt0B8nhQAkQDz/yOEpSA==
GJ58KH5282,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,2/HFS+jj3T1Vl9tUFu5fEw==
GJ59LF0251,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,XrhPzbtYpjh/RmDKxyx4MA==
GJ60AV8050,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,o2pO0QuZvNcIekCn7tuwlA==
GJ60DH6101,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,xac0npQt64U0QAp+qhriUw==
GJ60LO9642,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,5nGBYK5bVQ6TSnKQ7OczlQ==
GJ61CP9568,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,baou4qP0b1kHj9tlFXcmzQ==
GJ61EU6488,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,DyKeuoHyX/sgTo1MWpKoMw==
GJ61HX4296,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,oXJMLq1rv00evtqwNrA1pQ==
GJ61ZP1160,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,2VTfJ/u1Hmz1StpyQ7kdJA==
GJ61ZW3649,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,SM8+7UyNegWKokj4SLAiEQ==
GJ62PN0364,6,1800,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,V5I85r/FNEDX5wlNIq92MA==
GJ63NN9757,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,PN6/6fezKiEM7L90MoA2JA==
GJ63XL3930,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,AGWYitePkyepCOSLXF5Ekw==
GJ63YS1358,6,1800,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,JhxiVUC9ofKNP1kTzbV6hQ==
GJ64AQ8187,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,bdPhYWwPDmVdVZshmBrbfw==
GJ64PU2964,4,1600,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,OB4OoTk0Mk0YxiQ+URHLkQ==
GJ64ZK5097,5,1700,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,/DMBF/eh6eDZHTs2xmgAsQ==
GJ65YN5973,5,1700,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,9pn27nVR0EmG+z3mCHsXUw==
GJ66DS9536,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,9fhfr/KBxZNGaCs2651uRA==
GJ66EG5957,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,YvOEqsMVqpagURixBi2WBw==
GJ66IU0559,5,1700,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,1e0tdfmIAdHH5/NRvxp4CA==
GJ66YP6362,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,CGqKgONTilWXdoIkZNFuaw==
GJ67DC1999,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,XEuZz3jQ7zI/bnWbjdxCbA==
GJ67OY6966,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,NPNDtcSou9LacE8f7AJVnQ==
GJ67YJ2511,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,5irzb0vUppdGmCF+Ly6tTQ==
GJ68FJ2311,4,1600,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,RCas7p1GUXE/JyMOhThx5A==
GJ68NI0552,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,E1slqz7nUyZJMj/1Gqx1pw==
GJ68UF5783,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,paOeN7xXpCYa6UOo69ojTw==
GJ69BI2185,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,wwpGlE5U4gkl8CF5ExOzXQ==
GJ69FV6699,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,H7BEdmO6PeJz+l1plLXTIA==
GJ69TG5207,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,WbRVm9jJk5CUzlBTuzBm8A==
GJ69XV9569,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,EY48/Oqgp6tvUPLzRA7sGA==
GJ69ZV4254,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,4cV8OD3RQQWWxjFJo5dF2g==
GJ70DR7820,5,1700,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,UjRDG8xbu0Wg9uHjH/A1hw==
GJ70OU7127,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,oCO0n1YEp049Lm+jt0a6Mw==
GJ71DJ3172,4,1600,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,PyezgEd7b6GzP6eIOt3a1A==
GJ71GE3463,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,DTWOUW9bypDw7xT+9jC7Sg==
GJ72AT4072,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,cCn+EmkJMNurCmgt3Qiq6A==
GJ72MX0041,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,R92Lqi+LdCvQa/wBTD0vTA==
GJ72QN4416,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,o2MgyTUh3EGJK49juNko7Q==
GJ72SF7513,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,7rF9FW08kv87vVfqeGThMg==
GJ72VW2067,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,SKAumXCSuuwVxsS1ae24UA==
GJ73DA8416,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,vNusD3qFOveeJvkl8zJogA==
GJ73SK4517,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,dSrIf9hReltx0nnyjLAX9w==
GJ73XC7075,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,lTA0uMclNFjVOAWryUek+g==
GJ73XM2432,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,9vwc6S0n2t55R/0hdJnJUA==
GJ74ES7426,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,+e5IsHXFmxmk7nK1FtZTqg==
GJ74ND8768,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,U7A/2BupLPiSJA1vdM/biw==
GJ74QA1914,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,NTexHb/lVRimb7N4lcEGwg==
GJ75HM9375,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,YFwZ0g7VWNfz+OUttGcN0g==
GJ75PB4088,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,YHuzMnzitcHcp911mQti1g==
GJ75QU5280,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,HeYONvVwb0OwmsCiS3RI1w==
GJ75SG6496,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,Jd+WGqX6UDdCIZIrl296gA==
GJ75XR0469,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,X2TK9B0N57bjihJDhT+hcA==
GJ76DS2583,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,LlFuboZw67WWsQGAMOV10w==
GJ76FJ6561,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,xdZeiRrZbsWzVzggYBg/Ag==
GJ77JJ9486,1,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,nJuqXfK/7GMvhAfMBmo3rQ==
GJ77JT2835,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,0JrtggkH9OTRHaTTNesWWQ==
GJ77LO6595,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,QhySyKx+YYgAJklFRSMPAw==
GJ77SS7626,4,1600,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,+3htKOHGS0jyqcCP73aiwA==
